# ExportSyncDB: 24-11-25 11:14:11 [ LUA ]
# TRACKASSEMBLY_PIECES:(MODEL	TYPE	NAME)
# Categorize(AlexCookie's 2ft track pack): 740453553
"models/propper/dingles_modular_streets/street_512_to_768_connector1.mdl"	"Modular City Street"	"Street 512 To 768 Connector1"
"models/propper/dingles_modular_streets/street_512_to_768_connector2.mdl"	"Modular City Street"	"Street 512 To 768 Connector2"
"models/propper/dingles_modular_streets/street_tjunction512x512.mdl"	"Modular City Street"	"Street Tjunction512x512"
"models/propper/dingles_modular_streets/street_tjunction768x768.mdl"	"Modular City Street"	"Street Tjunction768x768"
"models/propper/dingles_modular_streets/street_turn512x512.mdl"	"Modular City Street"	"Street Turn512x512"
"models/propper/dingles_modular_streets/street_turn768x768.mdl"	"Modular City Street"	"Street Turn768x768"
"models/propper/dingles_modular_streets/street1024x512.mdl"	"Modular City Street"	"Street1024x512"
"models/propper/dingles_modular_streets/street1024x512_elevated128high.mdl"	"Modular City Street"	"Street1024x512 Elevated128high"
"models/propper/dingles_modular_streets/street1024x512_elevated192high.mdl"	"Modular City Street"	"Street1024x512 Elevated192high"
"models/propper/dingles_modular_streets/street1024x512_elevated256high.mdl"	"Modular City Street"	"Street1024x512 Elevated256high"
"models/propper/dingles_modular_streets/street1024x512_elevated64high.mdl"	"Modular City Street"	"Street1024x512 Elevated64high"
"models/propper/dingles_modular_streets/street1024x768.mdl"	"Modular City Street"	"Street1024x768"
"models/propper/dingles_modular_streets/street1024x768_elevated128high.mdl"	"Modular City Street"	"Street1024x768 Elevated128high"
"models/propper/dingles_modular_streets/street1024x768_elevated192high.mdl"	"Modular City Street"	"Street1024x768 Elevated192high"
"models/propper/dingles_modular_streets/street1024x768_elevated256high.mdl"	"Modular City Street"	"Street1024x768 Elevated256high"
"models/propper/dingles_modular_streets/street1024x768_elevated64high.mdl"	"Modular City Street"	"Street1024x768 Elevated64high"
"models/propper/dingles_modular_streets/street128x512.mdl"	"Modular City Street"	"Street128x512"
"models/propper/dingles_modular_streets/street128x512_crosswalk.mdl"	"Modular City Street"	"Street128x512 Crosswalk"
"models/propper/dingles_modular_streets/street128x768.mdl"	"Modular City Street"	"Street128x768"
"models/propper/dingles_modular_streets/street128x768_crosswalk.mdl"	"Modular City Street"	"Street128x768 Crosswalk"
"models/propper/dingles_modular_streets/street2048x512.mdl"	"Modular City Street"	"Street2048x512"
"models/propper/dingles_modular_streets/street2048x768.mdl"	"Modular City Street"	"Street2048x768"
"models/propper/dingles_modular_streets/street256x512.mdl"	"Modular City Street"	"Street256x512"
"models/propper/dingles_modular_streets/street256x768.mdl"	"Modular City Street"	"Street256x768"
"models/propper/dingles_modular_streets/street512_endcap_fancy1.mdl"	"Modular City Street"	"Street512 Endcap Fancy1"
"models/propper/dingles_modular_streets/street512_endcap_fancy2.mdl"	"Modular City Street"	"Street512 Endcap Fancy2"
"models/propper/dingles_modular_streets/street512_endcap_simple1.mdl"	"Modular City Street"	"Street512 Endcap Simple1"
"models/propper/dingles_modular_streets/street512_endcap_simple2.mdl"	"Modular City Street"	"Street512 Endcap Simple2"
"models/propper/dingles_modular_streets/street512x512.mdl"	"Modular City Street"	"Street512x512"
"models/propper/dingles_modular_streets/street512x512_concrete_to_stone_connector1.mdl"	"Modular City Street"	"Street512x512 Concrete To Stone Connector1"
"models/propper/dingles_modular_streets/street512x512_concrete_to_stone_connector2.mdl"	"Modular City Street"	"Street512x512 Concrete To Stone Connector2"
"models/propper/dingles_modular_streets/street512x512_elevated128high.mdl"	"Modular City Street"	"Street512x512 Elevated128high"
"models/propper/dingles_modular_streets/street512x512_elevated192high.mdl"	"Modular City Street"	"Street512x512 Elevated192high"
"models/propper/dingles_modular_streets/street512x512_elevated256high.mdl"	"Modular City Street"	"Street512x512 Elevated256high"
"models/propper/dingles_modular_streets/street512x512_elevated64high.mdl"	"Modular City Street"	"Street512x512 Elevated64high"
"models/propper/dingles_modular_streets/street512x768.mdl"	"Modular City Street"	"Street512x768"
"models/propper/dingles_modular_streets/street512x768_elevated128high.mdl"	"Modular City Street"	"Street512x768 Elevated128high"
"models/propper/dingles_modular_streets/street512x768_elevated192high.mdl"	"Modular City Street"	"Street512x768 Elevated192high"
"models/propper/dingles_modular_streets/street512x768_elevated256high.mdl"	"Modular City Street"	"Street512x768 Elevated256high"
"models/propper/dingles_modular_streets/street512x768_elevated64high.mdl"	"Modular City Street"	"Street512x768 Elevated64high"
"models/propper/dingles_modular_streets/street64x512.mdl"	"Modular City Street"	"Street64x512"
"models/propper/dingles_modular_streets/street64x768.mdl"	"Modular City Street"	"Street64x768"
"models/propper/dingles_modular_streets/street768_endcap_fancy1.mdl"	"Modular City Street"	"Street768 Endcap Fancy1"
"models/propper/dingles_modular_streets/street768_endcap_fancy2.mdl"	"Modular City Street"	"Street768 Endcap Fancy2"
"models/propper/dingles_modular_streets/street768_endcap_simple1.mdl"	"Modular City Street"	"Street768 Endcap Simple1"
"models/propper/dingles_modular_streets/street768_endcap_simple2.mdl"	"Modular City Street"	"Street768 Endcap Simple2"
"models/propper/dingles_modular_streets/street768_fork.mdl"	"Modular City Street"	"Street768 Fork"
"models/propper/dingles_modular_streets/street768x512.mdl"	"Modular City Street"	"Street768x512"
"models/propper/dingles_modular_streets/street768x768.mdl"	"Modular City Street"	"Street768x768"
"models/propper/dingles_modular_streets/street768x768_concrete_to_stone_connector1.mdl"	"Modular City Street"	"Street768x768 Concrete To Stone Connector1"
"models/propper/dingles_modular_streets/street768x768_concrete_to_stone_connector2.mdl"	"Modular City Street"	"Street768x768 Concrete To Stone Connector2"
# Categorize(Modular Sewer): 2340192251
"models/sewerpack/sewertunnelcap.mdl"	"Modular Sewer"	"Cap"
"models/sewerpack/sewertunnelexit.mdl"	"Modular Sewer"	"Exit"
"models/sewerpack/sewertunneli.mdl"	"Modular Sewer"	"I"
"models/sewerpack/sewertunnelr.mdl"	"Modular Sewer"	"R"
"models/sewerpack/sewertunnelt.mdl"	"Modular Sewer"	"T"
"models/sewerpack/sewertunnelx.mdl"	"Modular Sewer"	"X"
# Categorize(Mr.Train's G-Gauge): 590574800
"models/props/g_gauge/track/g_gauge_track_cross_128.mdl"	"Mr.Train's G-Gauge"	"Cross 128"
"models/props/g_gauge/track/g_gauge_track_ramp_1.mdl"	"Mr.Train's G-Gauge"	"Ramp 1"
"models/props/g_gauge/track/g_gauge_track_ramp_2.mdl"	"Mr.Train's G-Gauge"	"Ramp 2"
"models/props/g_gauge/track/g_gauge_track_ramp_3.mdl"	"Mr.Train's G-Gauge"	"Ramp 3"
"models/props/g_gauge/track/g_gauge_track_s_left_22_5.mdl"	"Mr.Train's G-Gauge"	"S Left 22 5"
"models/props/g_gauge/track/g_gauge_track_s_right_22_5.mdl"	"Mr.Train's G-Gauge"	"S Right 22 5"
"models/props/g_gauge/track/g_gauge_track_straight_1024.mdl"	"Mr.Train's G-Gauge"	"Straight 1024"
"models/props/g_gauge/track/g_gauge_track_straight_128.mdl"	"Mr.Train's G-Gauge"	"Straight 128"
"models/props/g_gauge/track/g_gauge_track_straight_2048.mdl"	"Mr.Train's G-Gauge"	"Straight 2048"
"models/props/g_gauge/track/g_gauge_track_straight_256.mdl"	"Mr.Train's G-Gauge"	"Straight 256"
"models/props/g_gauge/track/g_gauge_track_straight_32.mdl"	"Mr.Train's G-Gauge"	"Straight 32"
"models/props/g_gauge/track/g_gauge_track_straight_512.mdl"	"Mr.Train's G-Gauge"	"Straight 512"
"models/props/g_gauge/track/g_gauge_track_straight_64.mdl"	"Mr.Train's G-Gauge"	"Straight 64"
"models/props/g_gauge/track/g_gauge_track_switch_1_left_1.mdl"	"Mr.Train's G-Gauge"	"Switch 1 Left 1"
"models/props/g_gauge/track/g_gauge_track_switch_1_left_2.mdl"	"Mr.Train's G-Gauge"	"Switch 1 Left 2"
"models/props/g_gauge/track/g_gauge_track_switch_1_right_1.mdl"	"Mr.Train's G-Gauge"	"Switch 1 Right 1"
"models/props/g_gauge/track/g_gauge_track_switch_1_right_2.mdl"	"Mr.Train's G-Gauge"	"Switch 1 Right 2"
"models/props/g_gauge/track/g_gauge_track_switch_2_left_1.mdl"	"Mr.Train's G-Gauge"	"Switch 2 Left 1"
"models/props/g_gauge/track/g_gauge_track_switch_2_left_2.mdl"	"Mr.Train's G-Gauge"	"Switch 2 Left 2"
"models/props/g_gauge/track/g_gauge_track_switch_2_right_1.mdl"	"Mr.Train's G-Gauge"	"Switch 2 Right 1"
"models/props/g_gauge/track/g_gauge_track_switch_2_right_2.mdl"	"Mr.Train's G-Gauge"	"Switch 2 Right 2"
"models/props/g_gauge/track/g_gauge_track_turn_left_22_5.mdl"	"Mr.Train's G-Gauge"	"Turn Left 22 5"
"models/props/g_gauge/track/g_gauge_track_turn_left_45.mdl"	"Mr.Train's G-Gauge"	"Turn Left 45"
"models/props/g_gauge/track/g_gauge_track_turn_left_90.mdl"	"Mr.Train's G-Gauge"	"Turn Left 90"
"models/props/g_gauge/track/g_gauge_track_turn_right_22_5.mdl"	"Mr.Train's G-Gauge"	"Turn Right 22 5"
"models/props/g_gauge/track/g_gauge_track_turn_right_45.mdl"	"Mr.Train's G-Gauge"	"Turn Right 45"
"models/props/g_gauge/track/g_gauge_track_turn_right_90.mdl"	"Mr.Train's G-Gauge"	"Turn Right 90"
# Categorize(Mr.Train's M-Gauge): 517442747
"models/props/m_gauge/track/m_gauge_128_cross.mdl"	"Mr.Train's M-Gauge"	"Cross 128"
"models/props/m_gauge/track/m_gauge_left_1024.mdl"	"Mr.Train's M-Gauge"	"Left 1024"
"models/props/m_gauge/track/m_gauge_left_1024_45.mdl"	"Mr.Train's M-Gauge"	"Left 1024 45"
"models/props/m_gauge/track/m_gauge_left_256.mdl"	"Mr.Train's M-Gauge"	"Left 256"
"models/props/m_gauge/track/m_gauge_left_512.mdl"	"Mr.Train's M-Gauge"	"Left 512"
"models/props/m_gauge/track/m_gauge_left_512_45.mdl"	"Mr.Train's M-Gauge"	"Left 512 45"
"models/props/m_gauge/track/m_gauge_left_768.mdl"	"Mr.Train's M-Gauge"	"Left 768"
"models/props/m_gauge/track/m_gauge_left_768_45.mdl"	"Mr.Train's M-Gauge"	"Left 768 45"
"models/props/m_gauge/track/m_gauge_right_1024.mdl"	"Mr.Train's M-Gauge"	"Right 1024"
"models/props/m_gauge/track/m_gauge_right_1024_45.mdl"	"Mr.Train's M-Gauge"	"Right 1024 45"
"models/props/m_gauge/track/m_gauge_right_256.mdl"	"Mr.Train's M-Gauge"	"Right 256"
"models/props/m_gauge/track/m_gauge_right_512.mdl"	"Mr.Train's M-Gauge"	"Right 512"
"models/props/m_gauge/track/m_gauge_right_768.mdl"	"Mr.Train's M-Gauge"	"Right 768"
"models/props/m_gauge/track/m_gauge_right_768_45.mdl"	"Mr.Train's M-Gauge"	"Right 768 45"
"models/props/m_gauge/track/m_gauge_1024.mdl"	"Mr.Train's M-Gauge"	"Straight 1024"
"models/props/m_gauge/track/m_gauge_128.mdl"	"Mr.Train's M-Gauge"	"Straight 128"
"models/props/m_gauge/track/m_gauge_2048.mdl"	"Mr.Train's M-Gauge"	"Straight 2048"
"models/props/m_gauge/track/m_gauge_256.mdl"	"Mr.Train's M-Gauge"	"Straight 256"
"models/props/m_gauge/track/m_gauge_32.mdl"	"Mr.Train's M-Gauge"	"Straight 32"
"models/props/m_gauge/track/m_gauge_4096.mdl"	"Mr.Train's M-Gauge"	"Straight 4096"
"models/props/m_gauge/track/m_gauge_512.mdl"	"Mr.Train's M-Gauge"	"Straight 512"
"models/props/m_gauge/track/m_gauge_64.mdl"	"Mr.Train's M-Gauge"	"Straight 64"
"models/props/m_gauge/track/m_gauge_switch_crossover.mdl"	"Mr.Train's M-Gauge"	"Switch Cross"
"models/props/m_gauge/track/m_gauge_switch_crossover_sl.mdl"	"Mr.Train's M-Gauge"	"Switch Cross Sl"
"models/props/m_gauge/track/m_gauge_switch_crossover_sr.mdl"	"Mr.Train's M-Gauge"	"Switch Cross Sr"
"models/props/m_gauge/track/m_gauge_switch_lefthand.mdl"	"Mr.Train's M-Gauge"	"Switch Left"
"models/props/m_gauge/track/m_gauge_switch_righthand.mdl"	"Mr.Train's M-Gauge"	"Switch Right"
# Categorize(PHX Metal): nil
"models/props_phx/trains/track_1024.mdl"	"PHX Metal"	"Straight 1024"
"models/props_phx/trains/track_128.mdl"	"PHX Metal"	"Straight 128"
"models/props_phx/trains/track_2048.mdl"	"PHX Metal"	"Straight 2048"
"models/props_phx/trains/track_256.mdl"	"PHX Metal"	"Straight 256"
"models/props_phx/trains/track_32.mdl"	"PHX Metal"	"Straight 32"
"models/props_phx/trains/track_4096.mdl"	"PHX Metal"	"Straight 4096"
"models/props_phx/trains/track_512.mdl"	"PHX Metal"	"Straight 512"
"models/props_phx/trains/track_64.mdl"	"PHX Metal"	"Straight 64"
# Categorize(PHX Monorail): nil
"models/props_phx/trains/monorail3.mdl"	"PHX Monorail"	"Straight Long"
"models/props_phx/trains/monorail2.mdl"	"PHX Monorail"	"Straight Middle"
"models/props_phx/trains/monorail1.mdl"	"PHX Monorail"	"Straight Short"
"models/props_phx/trains/monorail4.mdl"	"PHX Monorail"	"Straight Very Long"
"models/props_phx/trains/monorail_curve2.mdl"	"PHX Monorail"	"Turn 45"
"models/props_phx/trains/monorail_curve.mdl"	"PHX Monorail"	"Turn 90"
# Categorize(PHX Monorail Beam): nil
"models/props_phx/misc/iron_beam1.mdl"	"PHX Monorail Beam"	"Iron Beam1"
"models/props_phx/misc/iron_beam2.mdl"	"PHX Monorail Beam"	"Iron Beam2"
"models/props_phx/misc/iron_beam3.mdl"	"PHX Monorail Beam"	"Iron Beam3"
"models/props_phx/misc/iron_beam4.mdl"	"PHX Monorail Beam"	"Iron Beam4"
# Categorize(PHX Regular): nil
"models/props_phx/trains/tracks/track_16x.mdl"	"PHX Regular"	"16x"
"models/props_phx/trains/tracks/track_1x.mdl"	"PHX Regular"	"1x"
"models/props_phx/trains/tracks/track_225_down.mdl"	"PHX Regular"	"225 Down"
"models/props_phx/trains/tracks/track_225_up.mdl"	"PHX Regular"	"225 Up"
"models/props_phx/trains/tracks/track_2x.mdl"	"PHX Regular"	"2x"
"models/props_phx/trains/tracks/track_45_down.mdl"	"PHX Regular"	"45 Down"
"models/props_phx/trains/tracks/track_45_up.mdl"	"PHX Regular"	"45 Up"
"models/props_phx/trains/tracks/track_4x.mdl"	"PHX Regular"	"4x"
"models/props_phx/trains/tracks/track_8x.mdl"	"PHX Regular"	"8x"
"models/props_phx/trains/tracks/track_x.mdl"	"PHX Regular"	"Cross 45"
"models/props_phx/trains/tracks/track_crossing.mdl"	"PHX Regular"	"Cross 90"
"models/props_phx/trains/tracks/track_pass.mdl"	"PHX Regular"	"Cross Road"
"models/props_phx/trains/tracks/track_single.mdl"	"PHX Regular"	"Single"
"models/props_phx/trains/tracks/track_switch2.mdl"	"PHX Regular"	"Switch Left [X]"
"models/props_phx/trains/tracks/track_switch.mdl"	"PHX Regular"	"Switch Right"
"models/props_phx/trains/tracks/track_turn45.mdl"	"PHX Regular"	"Turn 45"
"models/props_phx/trains/tracks/track_turn90.mdl"	"PHX Regular"	"Turn 90"
# Categorize(PHX Road): nil
"models/props_phx/misc/big_ramp.mdl"	"PHX Road"	"Big Ramp"
"models/props_phx/huge/road_curve.mdl"	"PHX Road"	"Road Curve"
"models/props_phx/huge/road_long.mdl"	"PHX Road"	"Road Long"
"models/props_phx/huge/road_medium.mdl"	"PHX Road"	"Road Medium"
"models/props_phx/huge/road_short.mdl"	"PHX Road"	"Road Short"
"models/props_phx/misc/small_ramp.mdl"	"PHX Road"	"Small Ramp"
# Categorize(PHX Tubes Miscellaneous): nil
"models/props_phx/construct/glass/glass_angle180.mdl"	"PHX Tubes Miscellaneous"	"Glass Angle180"
"models/props_phx/construct/glass/glass_angle360.mdl"	"PHX Tubes Miscellaneous"	"Glass Angle360"
"models/props_phx/construct/glass/glass_angle90.mdl"	"PHX Tubes Miscellaneous"	"Glass Angle90"
"models/props_phx/construct/glass/glass_curve180x1.mdl"	"PHX Tubes Miscellaneous"	"Glass Curve180x1"
"models/props_phx/construct/glass/glass_curve180x2.mdl"	"PHX Tubes Miscellaneous"	"Glass Curve180x2"
"models/props_phx/construct/glass/glass_curve360x1.mdl"	"PHX Tubes Miscellaneous"	"Glass Curve360x1"
"models/props_phx/construct/glass/glass_curve360x2.mdl"	"PHX Tubes Miscellaneous"	"Glass Curve360x2"
"models/props_phx/construct/glass/glass_curve90x1.mdl"	"PHX Tubes Miscellaneous"	"Glass Curve90x1"
"models/props_phx/construct/glass/glass_curve90x2.mdl"	"PHX Tubes Miscellaneous"	"Glass Curve90x2"
"models/props_phx/construct/glass/glass_dome180.mdl"	"PHX Tubes Miscellaneous"	"Glass Dome180"
"models/props_phx/construct/glass/glass_dome360.mdl"	"PHX Tubes Miscellaneous"	"Glass Dome360"
"models/props_phx/construct/glass/glass_dome90.mdl"	"PHX Tubes Miscellaneous"	"Glass Dome90"
"models/props_phx/construct/metal_angle180.mdl"	"PHX Tubes Miscellaneous"	"Metal Angle180"
"models/props_phx/construct/metal_angle360.mdl"	"PHX Tubes Miscellaneous"	"Metal Angle360"
"models/props_phx/construct/metal_angle90.mdl"	"PHX Tubes Miscellaneous"	"Metal Angle90"
"models/props_phx/construct/metal_dome180.mdl"	"PHX Tubes Miscellaneous"	"Metal Dome180"
"models/props_phx/construct/metal_dome360.mdl"	"PHX Tubes Miscellaneous"	"Metal Dome360"
"models/props_phx/construct/metal_dome90.mdl"	"PHX Tubes Miscellaneous"	"Metal Dome90"
"models/props_phx/construct/metal_plate_curve.mdl"	"PHX Tubes Miscellaneous"	"Metal Plate Curve"
"models/props_phx/construct/metal_plate_curve180.mdl"	"PHX Tubes Miscellaneous"	"Metal Plate Curve180"
"models/props_phx/construct/metal_plate_curve180x2.mdl"	"PHX Tubes Miscellaneous"	"Metal Plate Curve180x2"
"models/props_phx/construct/metal_plate_curve2x2.mdl"	"PHX Tubes Miscellaneous"	"Metal Plate Curve2x2"
"models/props_phx/construct/metal_plate_curve360.mdl"	"PHX Tubes Miscellaneous"	"Metal Plate Curve360"
"models/props_phx/construct/metal_plate_curve360x2.mdl"	"PHX Tubes Miscellaneous"	"Metal Plate Curve360x2"
"models/props_phx/construct/metal_wire_angle180x1.mdl"	"PHX Tubes Miscellaneous"	"Metal Wire Angle180x1"
"models/props_phx/construct/metal_wire_angle180x2.mdl"	"PHX Tubes Miscellaneous"	"Metal Wire Angle180x2"
"models/props_phx/construct/metal_wire_angle360x1.mdl"	"PHX Tubes Miscellaneous"	"Metal Wire Angle360x1"
"models/props_phx/construct/metal_wire_angle360x2.mdl"	"PHX Tubes Miscellaneous"	"Metal Wire Angle360x2"
"models/props_phx/construct/metal_wire_angle90x1.mdl"	"PHX Tubes Miscellaneous"	"Metal Wire Angle90x1"
"models/props_phx/construct/metal_wire_angle90x2.mdl"	"PHX Tubes Miscellaneous"	"Metal Wire Angle90x2"
"models/props_phx/construct/windows/window_angle180.mdl"	"PHX Tubes Miscellaneous"	"Window Angle180"
"models/props_phx/construct/windows/window_angle360.mdl"	"PHX Tubes Miscellaneous"	"Window Angle360"
"models/props_phx/construct/windows/window_angle90.mdl"	"PHX Tubes Miscellaneous"	"Window Angle90"
"models/props_phx/construct/windows/window_curve180x1.mdl"	"PHX Tubes Miscellaneous"	"Window Curve180x1"
"models/props_phx/construct/windows/window_curve180x2.mdl"	"PHX Tubes Miscellaneous"	"Window Curve180x2"
"models/props_phx/construct/windows/window_curve360x1.mdl"	"PHX Tubes Miscellaneous"	"Window Curve360x1"
"models/props_phx/construct/windows/window_curve360x2.mdl"	"PHX Tubes Miscellaneous"	"Window Curve360x2"
"models/props_phx/construct/windows/window_curve90x1.mdl"	"PHX Tubes Miscellaneous"	"Window Curve90x1"
"models/props_phx/construct/windows/window_curve90x2.mdl"	"PHX Tubes Miscellaneous"	"Window Curve90x2"
"models/props_phx/construct/windows/window_dome180.mdl"	"PHX Tubes Miscellaneous"	"Window Dome180"
"models/props_phx/construct/windows/window_dome360.mdl"	"PHX Tubes Miscellaneous"	"Window Dome360"
"models/props_phx/construct/windows/window_dome90.mdl"	"PHX Tubes Miscellaneous"	"Window Dome90"
"models/props_phx/construct/wood/wood_angle180.mdl"	"PHX Tubes Miscellaneous"	"Wood Angle180"
"models/props_phx/construct/wood/wood_angle360.mdl"	"PHX Tubes Miscellaneous"	"Wood Angle360"
"models/props_phx/construct/wood/wood_angle90.mdl"	"PHX Tubes Miscellaneous"	"Wood Angle90"
"models/props_phx/construct/wood/wood_curve180x1.mdl"	"PHX Tubes Miscellaneous"	"Wood Curve180x1"
"models/props_phx/construct/wood/wood_curve180x2.mdl"	"PHX Tubes Miscellaneous"	"Wood Curve180x2"
"models/props_phx/construct/wood/wood_curve360x1.mdl"	"PHX Tubes Miscellaneous"	"Wood Curve360x1"
"models/props_phx/construct/wood/wood_curve360x2.mdl"	"PHX Tubes Miscellaneous"	"Wood Curve360x2"
"models/props_phx/construct/wood/wood_curve90x1.mdl"	"PHX Tubes Miscellaneous"	"Wood Curve90x1"
"models/props_phx/construct/wood/wood_curve90x2.mdl"	"PHX Tubes Miscellaneous"	"Wood Curve90x2"
"models/props_phx/construct/wood/wood_dome180.mdl"	"PHX Tubes Miscellaneous"	"Wood Dome180"
"models/props_phx/construct/wood/wood_dome360.mdl"	"PHX Tubes Miscellaneous"	"Wood Dome360"
"models/props_phx/construct/wood/wood_dome90.mdl"	"PHX Tubes Miscellaneous"	"Wood Dome90"
"models/props_phx/construct/wood/wood_wire_angle180x1.mdl"	"PHX Tubes Miscellaneous"	"Wood Wire Angle180x1"
"models/props_phx/construct/wood/wood_wire_angle180x2.mdl"	"PHX Tubes Miscellaneous"	"Wood Wire Angle180x2"
"models/props_phx/construct/wood/wood_wire_angle360x1.mdl"	"PHX Tubes Miscellaneous"	"Wood Wire Angle360x1"
"models/props_phx/construct/wood/wood_wire_angle360x2.mdl"	"PHX Tubes Miscellaneous"	"Wood Wire Angle360x2"
"models/props_phx/construct/wood/wood_wire_angle90x1.mdl"	"PHX Tubes Miscellaneous"	"Wood Wire Angle90x1"
"models/props_phx/construct/wood/wood_wire_angle90x2.mdl"	"PHX Tubes Miscellaneous"	"Wood Wire Angle90x2"
# Categorize(PHX Tubes Plastic): nil
"models/hunter/tubes/circle2x2.mdl"	"PHX Tubes Plastic"	"Circle2x2"
"models/hunter/tubes/circle2x2b.mdl"	"PHX Tubes Plastic"	"Circle2x2b"
"models/hunter/tubes/circle2x2c.mdl"	"PHX Tubes Plastic"	"Circle2x2c"
"models/hunter/tubes/circle2x2d.mdl"	"PHX Tubes Plastic"	"Circle2x2d"
"models/hunter/tubes/circle4x4.mdl"	"PHX Tubes Plastic"	"Circle4x4"
"models/hunter/tubes/circle4x4b.mdl"	"PHX Tubes Plastic"	"Circle4x4b"
"models/hunter/tubes/circle4x4c.mdl"	"PHX Tubes Plastic"	"Circle4x4c"
"models/hunter/tubes/circle4x4d.mdl"	"PHX Tubes Plastic"	"Circle4x4d"
"models/hunter/plates/platehole1x1.mdl"	"PHX Tubes Plastic"	"Platehole1x1"
"models/hunter/misc/platehole1x1a.mdl"	"PHX Tubes Plastic"	"Platehole1x1a"
"models/hunter/misc/platehole1x1b.mdl"	"PHX Tubes Plastic"	"Platehole1x1b"
"models/hunter/misc/platehole1x1c.mdl"	"PHX Tubes Plastic"	"Platehole1x1c"
"models/hunter/misc/platehole1x1d.mdl"	"PHX Tubes Plastic"	"Platehole1x1d"
"models/hunter/plates/platehole1x2.mdl"	"PHX Tubes Plastic"	"Platehole1x2"
"models/hunter/plates/platehole2x2.mdl"	"PHX Tubes Plastic"	"Platehole2x2"
"models/hunter/plates/platehole3.mdl"	"PHX Tubes Plastic"	"Platehole3"
"models/hunter/misc/platehole4x4.mdl"	"PHX Tubes Plastic"	"Platehole4x4"
"models/hunter/misc/platehole4x4b.mdl"	"PHX Tubes Plastic"	"Platehole4x4b"
"models/hunter/misc/platehole4x4c.mdl"	"PHX Tubes Plastic"	"Platehole4x4c"
"models/hunter/misc/platehole4x4d.mdl"	"PHX Tubes Plastic"	"Platehole4x4d"
"models/hunter/misc/shell2x2a.mdl"	"PHX Tubes Plastic"	"Shell2x2a"
"models/hunter/misc/shell2x2b.mdl"	"PHX Tubes Plastic"	"Shell2x2b"
"models/hunter/misc/shell2x2c.mdl"	"PHX Tubes Plastic"	"Shell2x2c"
"models/hunter/misc/shell2x2d.mdl"	"PHX Tubes Plastic"	"Shell2x2d"
"models/hunter/misc/shell2x2e.mdl"	"PHX Tubes Plastic"	"Shell2x2e"
"models/hunter/misc/shell2x2x45.mdl"	"PHX Tubes Plastic"	"Shell2x2x45"
"models/hunter/tubes/tube1x1x1.mdl"	"PHX Tubes Plastic"	"Tube1x1x1"
"models/hunter/tubes/tube1x1x1b.mdl"	"PHX Tubes Plastic"	"Tube1x1x1b"
"models/hunter/tubes/tube1x1x1c.mdl"	"PHX Tubes Plastic"	"Tube1x1x1c"
"models/hunter/tubes/tube1x1x1d.mdl"	"PHX Tubes Plastic"	"Tube1x1x1d"
"models/hunter/tubes/tube1x1x2.mdl"	"PHX Tubes Plastic"	"Tube1x1x2"
"models/hunter/tubes/tube1x1x2b.mdl"	"PHX Tubes Plastic"	"Tube1x1x2b"
"models/hunter/tubes/tube1x1x2c.mdl"	"PHX Tubes Plastic"	"Tube1x1x2c"
"models/hunter/tubes/tube1x1x2d.mdl"	"PHX Tubes Plastic"	"Tube1x1x2d"
"models/hunter/tubes/tube1x1x3.mdl"	"PHX Tubes Plastic"	"Tube1x1x3"
"models/hunter/tubes/tube1x1x3b.mdl"	"PHX Tubes Plastic"	"Tube1x1x3b"
"models/hunter/tubes/tube1x1x3c.mdl"	"PHX Tubes Plastic"	"Tube1x1x3c"
"models/hunter/tubes/tube1x1x3d.mdl"	"PHX Tubes Plastic"	"Tube1x1x3d"
"models/hunter/tubes/tube1x1x4.mdl"	"PHX Tubes Plastic"	"Tube1x1x4"
"models/hunter/tubes/tube1x1x4b.mdl"	"PHX Tubes Plastic"	"Tube1x1x4b"
"models/hunter/tubes/tube1x1x4c.mdl"	"PHX Tubes Plastic"	"Tube1x1x4c"
"models/hunter/tubes/tube1x1x4d.mdl"	"PHX Tubes Plastic"	"Tube1x1x4d"
"models/hunter/tubes/tube1x1x5.mdl"	"PHX Tubes Plastic"	"Tube1x1x5"
"models/hunter/tubes/tube1x1x5b.mdl"	"PHX Tubes Plastic"	"Tube1x1x5b"
"models/hunter/tubes/tube1x1x5c.mdl"	"PHX Tubes Plastic"	"Tube1x1x5c"
"models/hunter/tubes/tube1x1x5d.mdl"	"PHX Tubes Plastic"	"Tube1x1x5d"
"models/hunter/tubes/tube1x1x6.mdl"	"PHX Tubes Plastic"	"Tube1x1x6"
"models/hunter/tubes/tube1x1x6b.mdl"	"PHX Tubes Plastic"	"Tube1x1x6b"
"models/hunter/tubes/tube1x1x6c.mdl"	"PHX Tubes Plastic"	"Tube1x1x6c"
"models/hunter/tubes/tube1x1x6d.mdl"	"PHX Tubes Plastic"	"Tube1x1x6d"
"models/hunter/tubes/tube1x1x8.mdl"	"PHX Tubes Plastic"	"Tube1x1x8"
"models/hunter/tubes/tube1x1x8b.mdl"	"PHX Tubes Plastic"	"Tube1x1x8b"
"models/hunter/tubes/tube1x1x8c.mdl"	"PHX Tubes Plastic"	"Tube1x1x8c"
"models/hunter/tubes/tube1x1x8d.mdl"	"PHX Tubes Plastic"	"Tube1x1x8d"
"models/hunter/tubes/tube2x2x+.mdl"	"PHX Tubes Plastic"	"Tube2x2x+"
